ID;invoice_ID;invoice_item_ID;line_number;check_code;check_group;severity;severity_source;message;observed_value;expected_value;variance_value;variance_pct;threshold_crossed;tolerance_rule_ID;status;is_gating;detected_at;detected_by;cleared_at;cleared_reason;created_at;created_by;modified_at;modified_by
e0c00000-0000-4000-8000-000000000011;21a00004-0000-4000-8000-000000000003;21a00005-0000-4000-8000-000000000009;20;INV474;DUPLICATE;HARD_ERROR;REGISTRY_DEFAULT;Order FO-YYZ-20260414-0008 and GR 5000210008 are already invoiced on line 10 of this invoice.;2;1;;;;;OPEN;true;2026-09-01T00:00:00Z;VALIDATE_FOR_POSTING;;;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED
e0c00000-0000-4000-8000-000000000012;21a00004-0000-4000-8000-000000000004;;;INV473;DUPLICATE;HARD_ERROR;REGISTRY_DEFAULT;Invoice number INV-WFS-2026W21-003 is already captured for this supplier (1 other: 2026-04-15).;1;;;;;;OPEN;true;2026-09-01T00:00:00Z;VALIDATE_FOR_POSTING;;;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED
e0c00000-0000-4000-8000-000000000013;21a00004-0000-4000-8000-000000000005;21a00005-0000-4000-8000-000000000011;10;INV465;RESOLUTION;SOFT_ERROR;REGISTRY_DEFAULT;"Line states PO 4500999999; the ticket resolves to PO 4500210010.";;;;;;;OPEN;true;2026-09-01T00:00:00Z;VALIDATE_FOR_POSTING;;;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED
e0c00000-0000-4000-8000-000000000014;21a00004-0000-4000-8000-000000000006;21a00005-0000-4000-8000-000000000012;10;INV470;PRICE;WARNING;REGISTRY_DEFAULT;Contract price for FO-MNL-20260414-0007 is PROVISIONAL (88.3785 USD/KG, settles 2026-01). The price comparison is SUSPENDED, not passed.;0.85;88.3785;;;;;OPEN;false;2026-09-01T00:00:00Z;VALIDATE_FOR_POSTING;;;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED
e0c00000-0000-4000-8000-000000000015;550e8400-e29b-41d4-a716-44665544A201;550e8400-e29b-41d4-a716-44665544A211;10;INV469;PRICE;HARD_ERROR;REGISTRY_DEFAULT;Line value 1870 does not equal quantity x price (2180 x 0.85 = 1853).;1870;1853;17;;;;OPEN;true;2026-09-01T00:00:00Z;VALIDATE_FOR_POSTING;;;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED
e0c00000-0000-4000-8000-000000000016;550e8400-e29b-41d4-a716-44665544A202;550e8400-e29b-41d4-a716-44665544A212;10;INV450;RESOLUTION;HARD_ERROR;REGISTRY_DEFAULT;Line 10 states no ticket number. The ticket is what the supplier references and what resolves the PO.;;;;;;;OPEN;true;2026-09-01T00:00:00Z;VALIDATE_FOR_POSTING;;;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED
e0c00000-0000-4000-8000-000000000017;550e8400-e29b-41d4-a716-44665544A203;550e8400-e29b-41d4-a716-44665544A213;10;INV450;RESOLUTION;HARD_ERROR;REGISTRY_DEFAULT;Line 10 states no ticket number. The ticket is what the supplier references and what resolves the PO.;;;;;;;OPEN;true;2026-09-01T00:00:00Z;VALIDATE_FOR_POSTING;;;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED
e0c00000-0000-4000-8000-000000000018;5bf2a3b4-bbbb-4000-8000-000000006001;6ca3b4c5-cccc-4000-8000-000000006001;1;INV450;RESOLUTION;HARD_ERROR;REGISTRY_DEFAULT;Line 1 states no ticket number. The ticket is what the supplier references and what resolves the PO.;;;;;;;OPEN;true;2026-09-01T00:00:00Z;VALIDATE_FOR_POSTING;;;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED
e0c00000-0000-4000-8000-000000000019;5bf2a3b4-bbbb-4000-8000-000000006001;6ca3b4c5-cccc-4000-8000-000000006002;2;INV450;RESOLUTION;HARD_ERROR;REGISTRY_DEFAULT;Line 2 states no ticket number. The ticket is what the supplier references and what resolves the PO.;;;;;;;OPEN;true;2026-09-01T00:00:00Z;VALIDATE_FOR_POSTING;;;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED
e0c00000-0000-4000-8000-000000000020;f1c00000-0000-4000-8000-000000000002;f1c00001-0000-4000-8000-000000000002;10;INV455;DUPLICATE;HARD_ERROR;REGISTRY_DEFAULT;Ticket WFS-YYZ-20260410-11 is invoiced on 2 lines in total (2 on this invoice). A ticket is payable once.;2;1;;;;;OPEN;true;2026-09-01T00:00:00Z;VALIDATE_FOR_POSTING;;;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED
e0c00000-0000-4000-8000-000000000021;f1c00000-0000-4000-8000-000000000002;f1c00001-0000-4000-8000-000000000003;20;INV455;DUPLICATE;HARD_ERROR;REGISTRY_DEFAULT;Ticket WFS-YYZ-20260410-11 is invoiced on 2 lines in total (2 on this invoice). A ticket is payable once.;2;1;;;;;OPEN;true;2026-09-01T00:00:00Z;VALIDATE_FOR_POSTING;;;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED
e0c00000-0000-4000-8000-000000000022;f1c00000-0000-4000-8000-000000000002;f1c00001-0000-4000-8000-000000000003;20;INV474;DUPLICATE;HARD_ERROR;REGISTRY_DEFAULT;Order FO-YYZ-20260410-001 and GR 5000210011 are already invoiced on line 10 of this invoice.;2;1;;;;;OPEN;true;2026-09-01T00:00:00Z;VALIDATE_FOR_POSTING;;;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED
e0c00000-0000-4000-8000-000000000023;f1c00000-0000-4000-8000-000000000003;f1c00001-0000-4000-8000-000000000004;10;INV451;QUANTITY;SOFT_ERROR;TOLERANCE_LADDER;Invoiced 53800 LTR against goods receipt 52650 (+2.1842%), which is the SOFT rung of TOL-INV-QTY.;53800;52650;1150;2.1842;2;21a00007-0000-4000-8000-000000000001;OPEN;true;2026-09-01T00:00:00Z;VALIDATE_FOR_POSTING;;;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED
e0c00000-0000-4000-8000-000000000024;f1c00000-0000-4000-8000-000000000003;f1c00001-0000-4000-8000-000000000004;10;INV467;QUANTITY;SOFT_ERROR;REGISTRY_DEFAULT;Invoiced 53800 exceeds the ordered 52437.5 on FO-YYZ-20260410-002.;53800;52437.5;1362.5;;;;OPEN;true;2026-09-01T00:00:00Z;VALIDATE_FOR_POSTING;;;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED;2026-09-01T00:00:00Z;FIM_STEP1_COMPUTED
